transaction_id,amount,account_age,transaction_hour,device_changed,location_changed,transaction_velocity,avg_transaction_amount,merchant_risk,behavior_deviation,is_fraud,attack_type,amount_deviation
30069,3922.235626496213,1946,13,0,0,6,2503.922314710658,0.37587625566701716,1.5006658019847048,1,stealth_velocity_v2,1.513084469320479
30070,2353.0220764696687,187,3,0,0,6,1522.7916416084868,0.5189479196289546,0.9840224117242278,1,stealth_velocity_v2,0.8213505233126557
30071,3139.5168016319767,479,6,0,0,6,335.9773569694037,0.5028083791785898,1.239212775322876,1,stealth_velocity_v2,1.909389844453505
30072,1815.6137699169772,503,19,0,0,6,1065.602868731395,0.5575333578588513,0.9306193107699562,1,stealth_velocity_v2,1.643212487510266
30073,1770.7136708506437,653,0,0,0,6,2226.1355038206507,0.291240536897541,1.5551311749039924,1,stealth_velocity_v2,0.6540005761904006
30074,1929.8784966126336,670,4,0,0,6,2955.2737872272487,0.7224372086230529,0.8868634638094145,1,stealth_velocity_v2,0.7902693924846353
30075,1741.5419927927094,1429,12,0,0,5,111.38738975183948,0.46150968326664366,1.3597081444425836,1,stealth_velocity_v2,1.749866043145411
30076,3386.588328338587,1204,11,0,0,6,1069.3474522802703,0.3997479199728931,1.5883632352865193,1,stealth_velocity_v2,1.0593340618282017
30077,567.2685142377175,1907,11,0,0,6,1698.6351168433778,0.25946014004718476,1.0950979093289386,1,stealth_velocity_v2,1.9125361393742575
30078,3084.095644154449,1197,2,0,0,6,434.1882023925487,0.3877116280991917,1.5343524954501335,1,stealth_velocity_v2,0.8964572189286657
30079,3064.8491418449444,602,6,0,0,5,1069.9730992150355,0.6692100071611301,1.2835227815515529,1,stealth_velocity_v2,1.741143938685623
30080,672.3401278963648,240,1,0,0,5,424.8854625769528,0.6381331216081092,1.0478845754225437,1,stealth_velocity_v2,1.1547613543197917
30081,1841.3843865601232,1720,14,0,0,5,2576.900406330692,0.7021520422918418,1.5589316643307938,1,stealth_velocity_v2,0.9690733066621762
30082,2412.322301766163,782,18,0,0,5,1302.51309135398,0.3914761996963296,0.817680776561492,1,stealth_velocity_v2,1.090734233428721
30083,3720.44671795186,1500,20,0,0,5,1273.6192894719488,0.6754377472581633,1.099999209996339,1,stealth_velocity_v2,1.4511151075630786
30084,3911.600757130698,1424,13,0,0,6,1003.3875517204564,0.5381709809807391,1.5449422994036595,1,stealth_velocity_v2,0.8656036303473142
30085,2960.905509809276,1890,6,0,0,6,1382.713571581961,0.4431659393198283,1.0785940859147085,1,stealth_velocity_v2,1.3072842357294379
30086,2742.7769853866885,1359,16,0,0,5,2359.298385134108,0.6744265812900669,0.9617138960849658,1,stealth_velocity_v2,0.3791705858029287
30087,2515.0364637924886,1174,18,0,0,6,1776.4261815765612,0.5261507504297807,0.9388004764982336,1,stealth_velocity_v2,2.0465608907088293
30088,3181.819949221432,1152,11,0,0,6,2246.194357527432,0.7286121468991744,0.9896569172368069,1,stealth_velocity_v2,1.968679415893785
30089,3491.160870419408,1858,13,0,0,6,2978.963083719329,0.5761576554362775,0.8612753317677861,1,stealth_velocity_v2,1.8524775205350432
30090,710.8471378960076,1874,19,0,0,6,1648.995649913899,0.2855870103719738,0.8638185702003587,1,stealth_velocity_v2,0.6926371136985111
30091,4639.2747729774255,549,1,0,0,6,874.0493288598681,0.518356056441863,1.1487856738345679,1,stealth_velocity_v2,1.856298010574234
30092,1383.9715220836854,602,22,0,0,5,2021.8336272455904,0.5671361386156677,1.0669880653040378,1,stealth_velocity_v2,1.220174590824279
30093,1947.564261908324,1403,4,0,0,6,2126.183229439642,0.5459098317403119,1.5430405238480676,1,stealth_velocity_v2,1.100171429834783
30094,2098.681760222933,954,11,0,0,6,1009.4616450900464,0.49123369025221547,1.5765406047970603,1,stealth_velocity_v2,0.6595410664559692
30095,2648.8324723226806,455,23,0,0,5,2905.808928385269,0.44212036351155215,1.5423081409827997,1,stealth_velocity_v2,1.2450425431082288
30096,1079.377575782274,1759,10,0,1,6,239.01175130265275,0.6575013960731051,0.9562772549628301,1,stealth_velocity_v2,1.0643702570505835
30097,4063.248985109252,1855,3,0,0,5,179.35368378893742,0.6419943800460042,0.9479847211139134,1,stealth_velocity_v2,0.6284400767898264
30098,2808.0451121060664,1998,18,0,0,5,385.1189109264125,0.4986781616922764,0.8778311787221997,1,stealth_velocity_v2,0.304481398837984
30099,2205.399480440225,126,21,0,0,6,1283.0525765837,0.3046075430811759,1.0274430473182776,1,stealth_velocity_v2,0.7528719645320818
30100,1221.489766169145,830,13,0,0,5,2129.81439640444,0.4258291662980995,1.2669382235508075,1,stealth_velocity_v2,1.0397231052714926
30101,2398.625334133136,647,17,0,0,5,1535.168216315972,0.6905685875278454,1.358586289593595,1,stealth_velocity_v2,1.2554957923085157
30102,2305.466816095211,292,8,0,0,5,2142.264434764041,0.6818581612716921,0.9623625350645904,1,stealth_velocity_v2,1.677593485025854
30103,1389.911997938255,369,21,0,0,5,1822.243488320972,0.6050185596745379,0.9075369250415376,1,stealth_velocity_v2,1.5973523534074001
30104,403.98014178102943,654,18,0,0,5,1786.4541949706445,0.37008544510381297,1.144448052409137,1,stealth_velocity_v2,1.9998475407755496
30105,2220.3727664965527,1759,0,0,0,6,931.8004995938808,0.4455353515668222,1.3150379053132295,1,stealth_velocity_v2,1.6229042576061865
30106,821.0999303652321,311,6,0,0,6,2587.063796502507,0.2583834009486933,1.0497156953561477,1,stealth_velocity_v2,1.6545337405812865
30107,4941.807972177713,1403,22,0,0,6,1504.96148138978,0.41202801990584664,0.9001594257237232,1,stealth_velocity_v2,0.3394903784401445
30108,3466.066962788648,1897,11,0,0,6,1521.5844183001002,0.2853749241298819,1.165589872009503,1,stealth_velocity_v2,1.9920708584943925
30109,250.19726080844973,274,15,0,0,6,1522.3171427198351,0.7253662125966122,1.458863909870352,1,stealth_velocity_v2,1.472974669888751
30110,396.1390702087639,304,0,0,0,5,1851.608006371415,0.7108392174066391,1.2451931490502384,1,stealth_velocity_v2,1.196255753313986
30111,125.6251063602724,1122,14,0,0,5,1828.690977930244,0.4094501578614956,1.1998810639351842,1,stealth_velocity_v2,0.9216757900037225
30112,4334.72995108163,1275,6,0,0,5,593.287332425869,0.6429242455797753,1.5291546352435406,1,stealth_velocity_v2,0.938968421895582
30113,4836.997714922029,645,21,0,0,6,1062.3570230362752,0.6735596025484234,1.3636153430564586,1,stealth_velocity_v2,2.0283037939077673
30114,4009.779382117881,1769,6,0,0,5,1169.3635038032594,0.3070672782131137,1.2937831783319313,1,stealth_velocity_v2,1.2339508806674353
30115,1874.953664096213,1166,13,0,0,5,981.5517112502888,0.7284514179538236,1.4850145581588667,1,stealth_velocity_v2,0.6091332272567997
30116,3734.025311226343,1667,18,0,0,6,2180.2983293632105,0.6309968409173372,1.4753364922252965,1,stealth_velocity_v2,1.1276838344164521
30117,3574.985448592583,1847,23,0,0,5,606.0405260921308,0.44764269360038567,1.5411599817673065,1,stealth_velocity_v2,1.2214057990463492
30118,4608.196257474928,742,22,0,0,5,1358.5456678647872,0.255416395421931,0.8451505981285427,1,stealth_velocity_v2,1.9733709312518621
30119,3403.6761989922447,721,22,0,0,5,2025.0210733990525,0.575819747664909,1.222020210166816,1,stealth_velocity_v2,0.45917557291358735
30120,271.0666080154966,617,16,0,0,5,1452.8688136851072,0.6028288968405285,0.8271653654025999,1,stealth_velocity_v2,0.982422672161557
30121,4480.549579038565,1121,3,0,0,5,2184.6414652379,0.589056968785307,1.3355075917335641,1,stealth_velocity_v2,1.9349301090604145
30122,4087.5955965640487,1379,13,0,0,6,761.0348048888103,0.6372638039992831,1.1735382451596053,1,stealth_velocity_v2,1.2166845309954921
30123,4074.4123748960583,983,3,0,0,5,2422.3245257271465,0.43621467022218,1.07491580084105,1,stealth_velocity_v2,1.1841268868159174
30124,3896.9288180394487,329,10,0,0,5,1893.7710401320896,0.4298185121320575,1.167518474034412,1,stealth_velocity_v2,1.7363345420704457
30125,3494.725873286553,510,9,0,0,5,215.5858946759205,0.3219467345847298,1.162489991846885,1,stealth_velocity_v2,1.9445517431734172
30126,4923.177696188802,590,3,0,0,6,312.6176816271619,0.4133750853445885,0.8891582264235032,1,stealth_velocity_v2,0.38536405005970853
30127,3798.654545975423,1669,0,0,0,6,2607.896099027364,0.744249913501073,0.8324983356135507,1,stealth_velocity_v2,1.567377771129917
30128,2218.742164906941,89,11,0,0,5,1959.6946549252452,0.7366780671781292,1.3388504022272327,1,stealth_velocity_v2,0.6936863160371147
30129,2156.1741757533705,473,23,0,0,5,2370.715856927972,0.5670375987295946,1.0992557077023022,1,stealth_velocity_v2,0.7209388689153718
30130,1099.9155038783429,1719,12,0,0,6,2834.6571356721124,0.39947022092758805,1.5811383219739195,1,stealth_velocity_v2,1.9888474659575572
30131,4434.402736585486,468,15,0,0,6,2449.5758398780804,0.4637628779509277,0.8212187746207299,1,stealth_velocity_v2,1.966797497904068
30132,1526.994261033553,1128,1,0,0,5,2174.4417592348564,0.6636541765427704,1.2362419843071795,1,stealth_velocity_v2,0.4645908912148491
30133,4257.284357543571,1636,10,0,0,5,1507.6683347594872,0.29175718050063604,0.8854830917937159,1,stealth_velocity_v2,1.2529868808481224
30134,1957.8882335017229,1274,4,0,1,6,1003.0252677998748,0.6174986287631059,1.5660751457505675,1,stealth_velocity_v2,1.5342173402267936
30135,3020.8015806676995,1852,14,0,0,6,1574.2572707283086,0.6793006416399191,1.4780009644415544,1,stealth_velocity_v2,1.173724710440395
30136,3379.1732466318467,1637,12,0,1,5,2968.626779668159,0.2743166872011021,1.2994359588248892,1,stealth_velocity_v2,2.0652924130640717
30137,4040.879656454405,776,14,0,0,6,202.7773407325596,0.4771955955850481,0.9464317953650965,1,stealth_velocity_v2,1.655067623927177
30138,2027.2712848874248,968,22,0,0,5,2600.997067949099,0.531520524898651,1.1526616150467752,1,stealth_velocity_v2,1.9838547723193531
30139,2148.909461997718,800,14,0,0,5,1145.312724161397,0.2784817914903504,1.227355445781864,1,stealth_velocity_v2,1.300914099410468
30140,3135.9547048527256,357,1,0,0,6,2026.0215250941976,0.2906881524985612,0.9478669310254458,1,stealth_velocity_v2,1.9906047934341071
30141,2154.3213216629324,493,9,0,0,5,1130.611607372641,0.3141318490651864,1.5615410376363053,1,stealth_velocity_v2,1.3066899284198343
30142,2161.088160706215,1093,3,0,0,6,2144.7720131848864,0.4057159429376416,1.3834155851062762,1,stealth_velocity_v2,0.8783353879786826
30143,2614.777881556312,694,15,0,0,5,2131.6162786028453,0.3120071367543991,0.8069905632824215,1,stealth_velocity_v2,1.1871521203782749
30144,4181.671278909702,1718,8,0,0,5,1575.492680334644,0.4447319099923994,0.9383636815391189,1,stealth_velocity_v2,0.6305118798595568
30145,3973.497991946937,594,19,0,0,5,1890.0324669236888,0.4632306911563572,0.8146961397748832,1,stealth_velocity_v2,2.096073822516394
30146,3006.785693526183,1255,14,0,0,6,1735.0993820768854,0.42067733377695193,1.4865214985537263,1,stealth_velocity_v2,1.5242904466177336
30147,1947.027704182047,397,8,0,0,5,374.0088820542306,0.3135141859890467,1.3069950145300724,1,stealth_velocity_v2,2.0456557501681782
30148,2087.661771291464,428,16,0,0,5,1313.9765461991767,0.7093322497685304,0.8402995932802813,1,stealth_velocity_v2,0.3689608351736121
30149,2311.79641921541,605,21,0,0,5,2341.1020588007223,0.40808732662032116,1.532085260371924,1,stealth_velocity_v2,1.5772101191374674
30150,2474.236175892053,325,4,0,0,5,2369.6975697897296,0.4538701977304471,1.394495601189207,1,stealth_velocity_v2,1.6773777680885538
30151,241.03511393536093,1052,3,0,0,6,1068.5596120412958,0.36500631580766757,0.800012260104464,1,stealth_velocity_v2,0.4629171645121183
30152,3574.32668243992,1678,20,0,0,6,1980.38474909839,0.6216660222305876,0.809881808578135,1,stealth_velocity_v2,1.5720156252075375
30153,2596.1684279339697,1840,15,0,0,5,2662.4721065699823,0.5836191740999876,1.472298395594356,1,stealth_velocity_v2,1.8538735944024278
30154,3791.553107768814,457,9,0,0,6,932.5448357422964,0.5952736526498955,1.0850719832640523,1,stealth_velocity_v2,0.5253782903501568
30155,1662.204882077723,70,18,0,0,5,2380.600353179565,0.45096286881241515,0.8628073235649265,1,stealth_velocity_v2,0.5658739203913539
30156,4164.03385780835,655,17,0,0,5,894.568172082773,0.7394280319241311,1.5341256941228945,1,stealth_velocity_v2,0.3119572748321001
30157,4836.294774094252,1850,20,0,0,6,518.9937643928725,0.7425002736639286,1.0227618292756033,1,stealth_velocity_v2,1.473613711806369
30158,1360.0465204345696,1632,2,0,0,6,584.3922786018288,0.4326276949248606,1.344019410974477,1,stealth_velocity_v2,0.7572480767202266
30159,2783.202643153308,1030,7,0,0,5,2341.4536560834663,0.5634110961806463,1.2928826470841956,1,stealth_velocity_v2,0.9516985201754962
30160,2296.7633713101686,1202,23,0,0,5,315.09277201421213,0.5838717866935812,0.9503199080060896,1,stealth_velocity_v2,0.8137802095878734
30161,118.22633800849005,1820,2,0,0,6,1719.182943765005,0.7386592676936832,0.9899678099593093,1,stealth_velocity_v2,1.374570434240906
30162,927.7818090536064,1605,22,0,0,5,2172.3932536777666,0.7492824711966684,1.4263153749616226,1,stealth_velocity_v2,0.7783733161669175
30163,2184.9777304320296,1433,10,0,0,5,1186.156407674704,0.6086941707281351,1.105802054030535,1,stealth_velocity_v2,1.606800482657835
30164,3249.609326051647,1096,13,0,0,6,2643.0906333842686,0.5634782649664081,1.1063504122247807,1,stealth_velocity_v2,2.1018688252723154
30165,2198.1023267548403,1283,22,0,0,5,1815.116436273744,0.26552179743673615,1.1274112262533813,1,stealth_velocity_v2,1.3249796281086912
30166,1263.4239950365509,998,7,0,0,6,807.2242405719053,0.5104670000495526,1.5557922111421536,1,stealth_velocity_v2,0.6594028302767078
30167,582.1386835956469,1362,14,0,0,6,1176.568650310678,0.6018048016198205,1.3906432453051847,1,stealth_velocity_v2,0.8538991066216901
30168,2041.7585862093329,485,8,0,0,6,1354.233509193657,0.37750300742684834,0.9440570153582474,1,stealth_velocity_v2,1.5932895691207625
30169,3107.1690507643616,1194,4,0,0,6,2995.55519472845,0.4003811886546687,1.3933549586549625,1,stealth_velocity_v2,0.8457014700897159
30170,2742.0495912238407,1102,8,0,1,5,255.32434002021236,0.6654930605775669,0.8535064261923402,1,stealth_velocity_v2,1.8700938153493543
30171,370.2672939487488,1869,17,0,0,5,1277.81906906544,0.2886236398338589,1.3696120457802727,1,stealth_velocity_v2,2.0554634783427215
30172,2496.337162201488,1873,15,0,0,6,1501.3232780940568,0.3270938876639048,1.295282815535654,1,stealth_velocity_v2,0.543292961164154
30173,4223.947836959593,1635,19,0,0,6,1507.937362626505,0.37838666695752504,0.8297017113094922,1,stealth_velocity_v2,1.0846757671300102
30174,188.35684814362705,745,19,0,0,6,1710.0837183588308,0.6729934745544122,1.535175233799406,1,stealth_velocity_v2,0.4115187281816704
30175,1778.696305774546,1904,10,0,0,5,2668.852551363701,0.660086378283284,1.5226461831872578,1,stealth_velocity_v2,1.0482089410634252
30176,4343.8975723513895,559,11,0,0,5,442.9929992740086,0.6708113999675316,0.8971384907640456,1,stealth_velocity_v2,0.41675096131280437
30177,4198.566743102361,1110,10,0,0,5,2536.711269245415,0.502356079670794,1.3318186612322007,1,stealth_velocity_v2,2.0276523219394953
30178,3459.9925672409363,452,13,0,0,6,1627.551918225888,0.2512624963499121,1.3959614216093135,1,stealth_velocity_v2,2.1856134879254028
30179,1515.5362006549117,1770,11,0,0,6,181.09573680408167,0.6814790259957976,1.4569647076105463,1,stealth_velocity_v2,1.7445665034955085
30180,1399.896936521657,1710,16,0,0,5,2013.4665733857607,0.6950852096146793,1.5771248663444983,1,stealth_velocity_v2,2.173486233328463
30181,4381.022369347669,650,7,0,0,5,2952.284979911953,0.33239836618833124,1.0256615640657694,1,stealth_velocity_v2,2.138365706950348
30182,1214.9159969886705,1025,19,0,0,5,2676.4855841836948,0.44362063820824743,1.3638673497556204,1,stealth_velocity_v2,2.1211543599112845
30183,1668.2918644995543,511,15,0,0,6,2528.8466239989275,0.42774213011196177,0.9566937687878588,1,stealth_velocity_v2,1.2463227973364663
30184,508.9740164479781,1172,3,0,0,6,2427.785359666737,0.5235995508201354,1.0990323631939147,1,stealth_velocity_v2,0.7103042717091026
30185,148.15500759196044,188,11,0,0,6,422.00079851190026,0.7319361173192283,1.3278125327236605,1,stealth_velocity_v2,1.1505448460993832
30186,2996.5384859667306,190,1,0,0,6,2586.645157875604,0.45417153513470815,1.1855212450202062,1,stealth_velocity_v2,2.079880852915156
30187,1689.7473203118243,1293,8,0,0,5,1660.509951054912,0.5888395292442621,1.500786234747376,1,stealth_velocity_v2,0.5695418405105109
30188,1043.2164381155526,91,21,0,0,5,1585.447931401259,0.42481857509355525,1.483051928891866,1,stealth_velocity_v2,1.3590584846318348
30189,4130.974843250058,397,23,0,0,6,1593.7665801765618,0.26027095733602984,1.2618863855304079,1,stealth_velocity_v2,0.8441668701273952
30190,3192.579267386588,1477,18,0,0,5,1227.694128947789,0.6261521177445142,1.2098574283987609,1,stealth_velocity_v2,1.2545629589038205
30191,4473.539092600891,1874,5,0,0,5,1930.539088317612,0.728125737358593,1.1221762273197775,1,stealth_velocity_v2,0.3645831954391392
30192,2155.2951703908366,1286,7,0,0,5,746.2934434789935,0.727847366712418,0.9423944626373484,1,stealth_velocity_v2,0.9445617496240646
30193,3043.190226086944,1445,13,0,0,5,1569.610933385906,0.39174903479651546,1.0789605263193247,1,stealth_velocity_v2,1.1856833268541713
30194,4226.749281278261,1765,0,0,0,5,186.09115421111937,0.7088073783325632,1.3164812745454126,1,stealth_velocity_v2,1.4663682817564536
30195,913.1789869493464,441,5,0,0,5,1906.7737272714132,0.5710929517735651,1.3334778380182346,1,stealth_velocity_v2,2.1256733809688564
30196,1507.4710591050004,1556,18,0,0,5,2355.995087149902,0.39236005015261266,1.200510852635366,1,stealth_velocity_v2,1.7193165612641281
30197,743.3110628236387,1298,22,0,0,5,1227.950532417662,0.5323958215937312,1.2715426331697632,1,stealth_velocity_v2,1.3861795060423479
30198,1983.3396887682609,1974,5,0,0,5,1534.1523199736591,0.4988006621763623,0.9341667503695856,1,stealth_velocity_v2,1.6095957398582994
